,Municipio,Date,High Temperature,Avg Temperature,Low Temperature,High Dew Point,Avg Dew Point,Low Dew Point,High Humidity,Avg Humidity,Low Humidity,High Speed,Avg Speed,Low Speed,High Pressure,Low Pressure,Sum
23,Valdemoro,8/24/2024,93.9,81.9,74.3,60.8,54.4,43.7,60,41,22,11.4,2.7,0.0,29.60,29.52,0.00
24,Valdemoro,8/25/2024,93.9,81.4,69.0,64.9,53.8,44.0,64,41,21,14.5,3.5,0.0,29.67,29.56,0.00
25,Valdemoro,8/26/2024,92.4,80.6,72.5,64.9,56.7,42.0,74,49,20,10.5,3.2,0.0,29.70,29.56,0.00
26,Valdemoro,8/27/2024,94.1,82.8,71.9,66.0,53.5,40.8,77,41,16,14.7,3.0,0.0,29.64,29.52,0.00
27,Valdemoro,8/28/2024,95.0,84.7,73.0,61.1,51.3,45.5,59,33,22,10.0,2.6,0.0,29.61,29.49,0.00
28,Valdemoro,8/29/2024,85.2,75.7,64.2,68.9,63.5,49.6,94,68,29,15.6,3.4,0.0,29.66,29.53,0.68
29,Valdemoro,8/30/2024,87.0,77.3,69.8,65.3,62.1,56.6,83,62,37,10.9,3.5,0.0,29.65,29.51,0.00
30,Valdemoro,8/31/2024,85.8,73.1,66.7,68.0,61.3,57.2,86,68,39,17.6,3.6,0.0,29.64,29.52,0.52
0,Valdemoro,7/1/2024,86.7,74.7,62.2,56.6,50.7,43.5,72,46,25,10.5,2.7,0.0,29.76,29.61,0.00
1,Valdemoro,7/2/2024,88.5,74.8,61.3,53.2,49.1,44.6,69,43,24,10.7,3.4,0.0,29.78,29.61,0.00
2,Valdemoro,7/3/2024,92.1,77.0,64.7,46.9,39.7,29.6,44,28,15,13.8,2.6,0.0,29.69,29.54,0.00
3,Valdemoro,7/4/2024,97.8,94.6,69.9,47.3,41.1,36.5,42,16,13,8.9,2.7,0.0,29.62,29.50,0.00
4,Valdemoro,7/5/2024,98.0,93.0,74.4,52.3,48.5,44.6,45,22,18,15.6,4.9,0.0,29.57,29.38,0.00
5,Valdemoro,7/6/2024,88.8,82.3,75.7,56.4,51.8,45.3,50,36,24,15.6,6.0,0.0,29.51,29.39,0.00
6,Valdemoro,7/7/2024,86.3,75.5,62.7,57.9,49.7,39.2,73,45,21,15.4,4.2,0.0,29.56,29.48,0.00
7,Valdemoro,7/8/2024,90.6,78.4,65.3,57.7,42.1,34.1,69,30,15,13.8,3.4,0.0,29.61,29.51,0.00
8,Valdemoro,7/9/2024,90.5,79.3,68.0,50.5,43.0,34.3,49,29,16,15.8,4.0,0.0,29.65,29.56,0.00
9,Valdemoro,7/10/2024,92.1,79.9,68.3,58.1,52.5,43.5,65,41,23,15.2,4.6,0.0,29.73,29.64,0.00
10,Valdemoro,7/11/2024,93.3,83.9,73.9,59.0,53.9,44.7,53,37,19,25.0,5.9,0.0,29.69,29.60,0.00
11,Valdemoro,7/12/2024,90.8,81.1,69.2,56.3,43.9,31.6,47,29,13,14.9,2.9,0.0,29.64,29.50,0.00
12,Valdemoro,7/13/2024,91.2,79.5,66.0,60.8,44.2,19.4,61,34,10,16.5,4.5,0.0,29.54,29.42,0.00
13,Valdemoro,7/14/2024,88.7,73.9,67.6,37.4,32.3,20.8,32,23,10,12.7,4.6,0.0,29.58,29.48,0.00
14,Valdemoro,7/15/2024,83.3,77.0,69.0,57.9,51.2,33.8,65,42,20,16.3,7.4,1.3,29.63,29.54,0.00
15,Valdemoro,7/16/2024,89.4,79.3,64.2,51.4,39.5,28.0,53,28,11,8.2,3.3,0.0,29.69,29.59,0.00
16,Valdemoro,7/17/2024,95.7,90.2,66.7,60.4,38.6,27.3,57,17,13,9.3,2.4,0.0,29.69,29.59,0.00
17,Valdemoro,7/18/2024,92.4,78.5,72.6,64.4,55.0,37.5,71,49,16,9.3,1.8,0.0,29.73,29.63,0.00
18,Valdemoro,7/19/2024,98.0,86.2,71.7,46.2,42.5,37.2,38,23,13,17.4,2.5,0.0,29.74,29.60,0.00
19,Valdemoro,7/20/2024,92.1,83.9,74.1,54.3,45.8,33.8,41,27,13,22.5,6.5,0.0,29.61,29.43,0.00
20,Valdemoro,7/21/2024,90.8,74.3,69.2,55.4,52.9,30.9,58,48,13,14.5,3.9,0.0,29.66,29.50,0.00
21,Valdemoro,7/22/2024,94.4,79.1,65.3,43.5,30.1,12.2,40,21,5,8.0,3.0,0.0,29.76,29.66,0.00
22,Valdemoro,7/23/2024,100.2,85.0,73.0,57.5,44.8,26.4,44,26,13,6.2,2.3,0.0,29.78,29.68,0.00
23,Valdemoro,7/24/2024,101.3,89.3,77.1,52.5,46.7,42.8,41,24,14,8.7,2.7,0.0,29.72,29.55,0.00
24,Valdemoro,7/25/2024,100.2,89.4,77.1,51.9,45.8,40.1,41,23,13,6.9,3.0,0.0,29.57,29.38,0.00
25,Valdemoro,7/26/2024,96.8,86.5,75.7,60.9,53.6,44.0,58,35,17,7.1,3.2,0.0,29.51,29.40,0.00
26,Valdemoro,7/27/2024,97.8,86.5,75.3,58.4,53.5,46.0,55,35,18,7.1,3.3,0.0,29.55,29.46,0.00
27,Valdemoro,7/28/2024,97.8,87.9,76.1,55.7,50.6,46.2,41,29,18,10.9,4.6,0.0,29.65,29.53,0.00
28,Valdemoro,7/29/2024,95.1,84.3,76.8,58.4,53.9,48.3,46,36,22,14.0,3.9,0.0,29.72,29.57,0.00
29,Valdemoro,7/30/2024,98.0,86.7,76.4,55.5,50.8,45.3,48,31,18,8.9,3.6,0.0,29.66,29.53,0.00
30,Valdemoro,7/31/2024,96.2,91.4,77.0,52.3,48.2,44.9,37,23,18,13.6,4.8,0.0,29.63,29.55,0.00
0,Valdemoro,6/1/2024,80.9,67.7,54.1,49.4,41.0,36.5,56,40,21,15.4,4.6,0.0,29.65,29.53,0.00
1,Valdemoro,6/2/2024,83.3,68.6,54.6,46.5,40.3,35.0,61,38,20,13.4,3.6,0.0,29.71,29.58,0.00
2,Valdemoro,6/3/2024,84.2,71.6,58.8,54.3,46.7,35.9,62,43,24,12.3,3.3,0.0,29.65,29.53,0.00
3,Valdemoro,6/4/2024,87.0,74.5,62.9,54.1,49.1,40.4,66,44,20,11.6,2.7,0.0,29.61,29.51,0.00
4,Valdemoro,6/5/2024,90.5,79.1,66.7,50.3,45.6,38.8,46,32,17,10.2,2.3,0.0,29.64,29.54,0.00
5,Valdemoro,6/6/2024,94.1,81.2,68.7,53.7,47.0,42.2,45,32,18,16.5,2.3,0.0,29.63,29.53,0.00
6,Valdemoro,6/7/2024,91.2,80.5,71.2,54.1,46.1,40.8,43,31,19,20.1,4.5,0.0,29.63,29.44,0.00
7,Valdemoro,6/8/2024,77.3,67.2,62.6,61.3,56.7,48.0,90,71,36,13.6,2.7,0.0,29.53,29.43,0.22
8,Valdemoro,6/9/2024,75.5,66.5,58.8,60.2,56.5,51.4,91,72,46,11.4,3.6,0.0,29.52,29.43,0.17
9,Valdemoro,6/10/2024,67.2,62.4,57.5,60.6,57.0,53.6,95,83,63,9.6,2.5,0.0,29.58,29.47,0.88
10,Valdemoro,6/11/2024,78.2,67.3,53.6,53.9,45.3,42.0,75,48,29,9.8,3.2,0.0,29.63,29.55,0.00
11,Valdemoro,6/12/2024,77.9,66.8,55.5,52.7,48.7,45.5,74,54,34,9.3,3.2,0.0,29.72,29.59,0.06
12,Valdemoro,6/13/2024,81.6,75.9,54.5,52.1,44.6,32.7,67,34,18,13.8,4.7,0.0,29.75,29.63,0.00
13,Valdemoro,6/14/2024,85.4,75.0,63.3,51.6,42.9,35.2,53,34,17,15.8,4.3,0.0,29.67,29.51,0.00
14,Valdemoro,6/15/2024,81.3,72.2,61.5,55.9,43.8,28.4,78,41,15,14.7,4.9,0.0,29.58,29.51,0.00
15,Valdemoro,6/16/2024,84.5,73.2,61.5,43.5,38.4,34.1,42,29,18,14.5,3.7,0.0,29.58,29.49,0.00
16,Valdemoro,6/17/2024,86.1,74.1,62.2,52.7,45.2,36.1,68,38,19,15.4,4.1,0.0,29.56,29.45,0.00
17,Valdemoro,6/18/2024,80.6,69.7,60.0,56.3,49.0,38.3,86,50,23,20.3,3.5,0.0,29.58,29.47,0.03
18,Valdemoro,6/19/2024,75.2,64.5,57.3,56.8,50.4,42.8,89,64,33,20.8,3.3,0.0,29.61,29.53,0.00
19,Valdemoro,6/20/2024,71.9,62.5,54.8,52.8,48.5,40.4,87,63,37,14.3,4.2,0.0,29.73,29.58,0.00
20,Valdemoro,6/21/2024,82.7,70.1,58.8,51.4,47.4,41.9,75,48,25,10.0,2.2,0.0,29.81,29.72,0.00
21,Valdemoro,6/22/2024,86.0,75.4,64.4,50.9,46.1,39.9,56,37,20,15.2,2.9,0.0,29.79,29.68,0.00
22,Valdemoro,6/23/2024,86.5,75.9,65.1,55.7,51.4,44.4,60,43,30,11.8,3.5,0.0,29.73,29.56,0.00
23,Valdemoro,6/24/2024,91.2,77.8,64.9,57.5,53.1,46.4,68,45,25,9.8,2.9,0.0,29.62,29.44,0.00
24,Valdemoro,6/25/2024,93.7,80.0,68.0,65.3,54.7,46.5,68,44,22,13.1,3.0,0.0,29.51,29.37,0.00
25,Valdemoro,6/26/2024,84.2,76.1,69.6,64.2,57.7,51.2,69,54,36,13.8,3.5,0.0,29.50,29.40,0.00
26,Valdemoro,6/27/2024,91.7,79.7,71.2,56.1,50.8,44.4,52,38,20,14.7,3.7,0.0,29.55,29.44,0.00
27,Valdemoro,6/28/2024,79.3,72.1,64.5,59.5,53.5,46.9,78,53,33,17.4,5.1,0.0,29.60,29.53,0.00
28,Valdemoro,6/29/2024,74.6,66.3,59.9,59.1,57.4,55.5,92,74,54,19.4,7.7,0.0,29.61,29.56,0.03
29,Valdemoro,6/30/2024,78.8,69.9,61.7,59.0,55.1,48.2,88,62,36,10.2,3.3,0.0,29.64,29.57,0.00
0,Valdemoro,5/1/2024,54.8,50.0,44.9,46.2,36.8,29.6,85,63,39,15.2,7.0,2.2,29.56,29.45,0.00
1,Valdemoro,5/2/2024,59.1,49.8,39.5,37.7,34.1,30.0,84,58,36,11.8,4.9,0.0,29.70,29.58,0.00
2,Valdemoro,5/3/2024,66.2,53.1,42.9,41.7,37.5,33.0,82,59,31,11.1,4.1,0.0,29.77,29.68,0.00
3,Valdemoro,5/4/2024,73.9,61.7,49.4,47.4,43.9,37.4,78,55,32,12.7,4.5,0.0,29.71,29.61,0.00
4,Valdemoro,5/5/2024,66.5,61.7,53.2,55.4,50.7,45.8,94,69,51,9.3,4.7,0.0,29.66,29.53,0.57
5,Valdemoro,5/6/2024,68.5,59.8,52.5,55.2,48.1,37.4,95,69,36,9.1,4.4,0.0,29.65,29.51,0.11
6,Valdemoro,5/7/2024,75.0,61.5,49.1,43.5,39.7,36.6,74,47,28,6.9,2.3,0.0,29.79,29.67,0.00
7,Valdemoro,5/8/2024,76.8,63.1,49.2,43.7,38.2,31.6,69,43,19,7.6,2.9,0.0,29.82,29.69,0.00
8,Valdemoro,5/9/2024,80.6,68.0,54.3,46.0,40.0,35.0,58,39,20,6.2,1.8,0.0,29.73,29.61,0.00
9,Valdemoro,5/10/2024,84.3,70.6,57.5,46.0,42.5,38.8,59,38,20,6.0,2.4,0.0,29.68,29.55,0.00
10,Valdemoro,5/11/2024,81.1,69.6,59.1,47.3,41.0,37.7,47,36,24,8.0,3.2,0.0,29.64,29.55,0.00
11,Valdemoro,5/12/2024,80.7,76.1,59.0,50.5,45.9,39.3,64,35,24,8.5,3.1,0.0,29.65,29.55,0.00
12,Valdemoro,5/13/2024,80.0,70.6,59.3,52.5,48.0,43.5,70,46,28,18.1,5.1,0.0,29.58,29.37,0.00
13,Valdemoro,5/14/2024,67.8,59.9,53.0,53.7,41.2,35.2,82,51,31,16.5,5.5,0.0,29.44,29.36,0.00
14,Valdemoro,5/15/2024,64.7,56.3,48.2,41.7,35.7,26.7,70,48,28,12.5,4.1,0.0,29.45,29.38,0.00
15,Valdemoro,5/16/2024,64.2,55.1,47.6,40.2,37.8,32.9,74,54,37,19.0,5.4,0.0,29.47,29.41,0.00
16,Valdemoro,5/17/2024,67.8,58.8,51.9,50.7,43.0,35.4,92,59,32,14.9,4.9,0.0,29.49,29.40,0.02
17,Valdemoro,5/18/2024,71.9,61.0,50.1,44.2,39.1,32.9,74,47,25,12.0,2.9,0.0,29.53,29.43,0.00
18,Valdemoro,5/19/2024,70.5,60.7,51.0,44.7,41.0,35.0,70,50,29,15.2,3.0,0.0,29.49,29.39,0.00
19,Valdemoro,5/20/2024,70.5,59.9,49.6,44.4,41.5,35.7,77,53,30,12.9,3.0,0.0,29.55,29.47,0.00
20,Valdemoro,5/21/2024,69.9,60.2,54.6,45.8,43.4,34.3,70,55,34,19.9,4.6,0.0,29.68,29.54,0.00
21,Valdemoro,5/22/2024,71.2,61.0,51.9,45.1,41.8,33.0,74,51,26,13.1,3.0,0.0,29.71,29.61,0.00
22,Valdemoro,5/23/2024,78.8,65.1,52.5,42.8,36.4,25.8,62,37,15,8.9,2.0,0.0,29.70,29.57,0.00
23,Valdemoro,5/24/2024,80.7,67.8,53.7,49.8,41.9,30.5,68,43,20,12.7,3.3,0.0,29.65,29.56,0.00
24,Valdemoro,5/25/2024,83.1,71.1,56.8,49.1,38.2,25.5,68,35,13,17.6,4.1,0.0,29.68,29.60,0.00
25,Valdemoro,5/26/2024,84.0,72.3,58.1,46.4,39.2,32.1,42,31,21,17.6,3.6,0.0,29.69,29.58,0.00
26,Valdemoro,5/27/2024,86.1,73.5,60.2,51.8,43.6,34.8,57,37,17,9.8,2.5,0.0,29.68,29.59,0.00
27,Valdemoro,5/28/2024,86.5,73.5,61.1,56.3,49.6,41.1,66,46,21,9.6,2.7,0.0,29.75,29.63,0.00
28,Valdemoro,5/29/2024,91.0,77.9,64.5,54.5,46.2,37.2,54,35,16,11.1,2.2,0.0,29.69,29.55,0.00
29,Valdemoro,5/30/2024,91.7,80.3,66.9,55.9,48.0,42.0,54,34,19,16.5,3.0,0.0,29.58,29.42,0.00
30,Valdemoro,5/31/2024,85.2,72.7,59.0,55.7,41.0,34.1,54,34,18,14.9,4.9,0.0,29.58,29.45,0.00
0,Valdemoro,4/1/2024,55.5,46.2,39.3,43.3,39.3,34.7,91,78,48,22.1,5.8,0.0,29.70,29.31,0.03
1,Valdemoro,4/2/2024,59.3,50.4,41.3,45.5,41.3,37.7,89,73,48,9.8,2.5,0.0,29.74,29.63,0.00
2,Valdemoro,4/3/2024,65.3,54.9,47.1,49.1,45.1,42.0,86,71,47,11.1,3.0,0.0,29.78,29.67,0.00
3,Valdemoro,4/4/2024,70.8,55.4,46.9,50.3,45.9,43.5,89,72,41,7.8,1.3,0.0,29.78,29.64,0.00
4,Valdemoro,4/5/2024,76.2,68.8,50.7,49.8,45.9,40.6,84,45,30,9.3,2.4,0.0,29.70,29.55,0.00
5,Valdemoro,4/6/2024,76.2,66.6,59.1,54.3,44.9,36.6,61,46,33,10.0,2.7,0.0,29.65,29.50,0.00
6,Valdemoro,4/7/2024,73.5,63.3,57.3,55.9,51.4,47.4,83,67,45,11.6,2.8,0.0,29.64,29.53,0.00
7,Valdemoro,4/8/2024,64.5,56.7,51.6,51.4,46.6,35.0,90,70,44,18.7,6.3,0.0,29.70,29.52,0.00
8,Valdemoro,4/9/2024,63.5,58.2,52.8,38.4,32.6,26.0,57,39,27,8.0,2.0,0.0,30.02,29.91,0.00
9,Valdemoro,4/10/2024,70.3,56.1,43.7,47.6,37.6,32.0,71,52,30,8.5,2.1,0.0,30.04,29.94,0.00
10,Valdemoro,4/11/2024,79.3,64.8,50.5,48.5,43.9,38.8,74,49,29,18.1,2.8,0.0,30.01,29.90,0.00
11,Valdemoro,4/12/2024,77.0,62.6,53.4,46.5,37.8,32.5,55,41,27,8.2,1.9,0.0,30.08,29.95,0.00
12,Valdemoro,4/13/2024,80.6,66.5,53.7,46.9,41.8,34.5,64,43,20,6.7,1.7,0.0,30.01,29.87,0.00
13,Valdemoro,4/14/2024,80.2,67.7,55.5,47.3,41.7,37.0,61,40,23,6.7,1.7,0.0,29.92,29.78,0.00
14,Valdemoro,4/15/2024,82.2,69.5,56.8,54.6,46.8,41.5,71,46,25,9.8,1.9,0.0,29.81,29.66,0.00
15,Valdemoro,4/16/2024,79.8,67.0,55.9,46.5,42.2,38.4,62,42,24,12.5,2.4,0.0,29.74,29.56,0.00
16,Valdemoro,4/17/2024,74.4,60.3,48.0,44.0,38.6,33.0,68,47,27,10.7,2.8,0.0,29.66,29.55,0.00
17,Valdemoro,4/18/2024,73.0,59.6,48.2,39.2,35.8,30.7,63,43,22,11.1,3.6,0.0,29.70,29.58,0.00
18,Valdemoro,4/19/2024,74.6,58.1,43.5,46.7,37.7,30.3,63,48,30,12.3,3.2,0.0,29.76,29.62,0.00
19,Valdemoro,4/20/2024,76.6,63.5,51.4,46.2,39.4,27.1,77,47,17,9.3,2.5,0.0,29.66,29.50,0.00
20,Valdemoro,4/21/2024,76.2,61.9,49.1,39.7,32.4,27.5,56,35,21,10.7,2.9,0.0,29.63,29.51,0.00
21,Valdemoro,4/22/2024,66.5,55.8,44.7,32.9,27.3,21.2,56,35,22,13.6,4.1,0.0,29.69,29.54,0.00
22,Valdemoro,4/23/2024,64.2,51.1,39.2,36.3,25.6,20.4,53,38,27,11.6,3.7,0.0,29.72,29.60,0.00
23,Valdemoro,4/24/2024,65.8,52.7,41.0,35.4,29.6,22.1,67,43,24,10.5,3.1,0.0,29.74,29.55,0.00
24,Valdemoro,4/25/2024,65.4,56.9,47.1,37.4,33.8,28.5,66,43,29,10.7,2.4,0.0,29.55,29.35,0.00
25,Valdemoro,4/26/2024,61.5,54.3,48.3,43.5,38.6,34.5,74,56,39,14.9,3.4,0.0,29.39,29.25,0.00
26,Valdemoro,4/27/2024,59.1,52.9,46.0,47.6,43.3,36.5,91,71,43,18.3,5.7,0.0,29.39,29.16,0.10
27,Valdemoro,4/28/2024,62.2,50.7,43.8,43.3,37.8,30.7,83,64,33,9.3,1.9,0.0,29.54,29.39,0.00
28,Valdemoro,4/29/2024,65.3,55.5,47.3,43.8,38.8,31.1,74,55,30,8.9,2.9,0.0,29.62,29.55,0.00
29,Valdemoro,4/30/2024,63.1,55.4,46.7,47.1,40.9,33.4,83,61,33,13.6,5.0,0.0,29.62,29.51,0.00
0,Valdemoro,3/1/2024,55.9,45.8,38.3,38.4,30.7,24.9,79,57,40,15.6,5.6,0.0,29.74,29.56,0.00
1,Valdemoro,3/2/2024,49.6,43.7,33.9,43.7,38.9,30.9,93,84,71,19.0,6.7,0.0,29.56,29.13,0.63
2,Valdemoro,3/3/2024,50.3,43.1,34.7,38.6,32.2,26.9,87,67,41,18.3,6.4,0.0,29.63,29.31,0.03
3,Valdemoro,3/4/2024,55.0,48.2,42.2,47.1,43.2,37.4,95,83,69,19.4,6.9,0.0,29.75,29.62,0.00
4,Valdemoro,3/5/2024,56.8,46.6,39.5,40.1,33.5,27.3,84,63,33,11.1,2.9,0.0,29.86,29.74,0.00
5,Valdemoro,3/6/2024,59.0,48.6,37.2,36.8,34.4,31.6,83,60,39,5.1,1.2,0.0,29.82,29.61,0.00
6,Valdemoro,3/7/2024,55.7,48.3,41.3,44.9,40.5,32.1,91,76,52,15.4,4.4,0.0,29.60,29.31,0.27
7,Valdemoro,3/8/2024,51.6,43.8,40.6,42.4,38.2,35.0,91,81,54,21.4,5.2,0.0,29.37,29.14,0.32
8,Valdemoro,3/9/2024,47.6,43.0,39.2,44.9,38.7,35.6,94,85,66,20.1,6.3,0.0,29.14,29.01,0.60
9,Valdemoro,3/10/2024,53.6,45.2,40.4,43.8,40.8,36.5,94,85,62,20.5,7.4,0.0,29.49,29.08,0.46
10,Valdemoro,3/11/2024,58.1,49.7,42.8,39.3,35.2,31.1,83,59,39,10.0,4.8,0.0,29.78,29.49,0.00
11,Valdemoro,3/12/2024,63.6,50.8,39.2,44.2,38.4,34.7,89,65,41,7.3,1.2,0.0,29.84,29.74,0.00
12,Valdemoro,3/13/2024,68.5,54.1,42.8,44.9,39.6,36.3,82,61,34,7.8,1.7,0.0,29.74,29.60,0.00
13,Valdemoro,3/14/2024,61.3,53.1,44.0,48.7,44.6,39.2,85,74,58,13.6,3.3,0.0,29.76,29.63,0.00
14,Valdemoro,3/15/2024,65.4,54.4,43.7,50.9,46.6,40.1,90,76,55,10.5,2.7,0.0,29.86,29.74,0.00
15,Valdemoro,3/16/2024,67.6,55.2,45.1,53.9,49.3,43.8,97,82,51,7.3,1.4,0.0,29.94,29.84,0.00
16,Valdemoro,3/17/2024,71.6,65.5,49.4,53.6,49.8,46.2,90,58,43,5.5,0.9,0.0,29.86,29.73,0.00
17,Valdemoro,3/18/2024,71.4,60.3,50.0,54.1,49.9,46.5,90,70,46,6.7,0.8,0.0,29.76,29.65,0.00
18,Valdemoro,3/19/2024,75.3,63.9,53.7,53.0,48.3,38.3,84,60,27,6.9,1.1,0.0,29.67,29.56,0.00
19,Valdemoro,3/20/2024,73.4,63.2,53.9,49.2,46.2,43.3,75,55,36,11.6,1.9,0.0,29.63,29.53,0.00
20,Valdemoro,3/21/2024,75.2,64.0,56.3,50.1,46.7,43.3,76,55,33,14.3,3.4,0.0,29.79,29.63,0.00
21,Valdemoro,3/22/2024,77.7,65.6,54.3,50.7,46.9,42.6,77,54,32,10.5,2.4,0.0,29.79,29.63,0.00
22,Valdemoro,3/23/2024,76.6,65.2,54.6,53.6,46.3,41.3,70,52,30,11.8,2.3,0.0,29.73,29.60,0.00
23,Valdemoro,3/24/2024,71.2,59.1,52.5,49.4,44.7,41.1,76,60,35,10.5,2.7,0.0,29.64,29.36,0.00
24,Valdemoro,3/25/2024,58.2,54.3,48.7,54.5,49.7,41.7,94,85,68,14.3,4.4,0.0,29.37,28.96,0.16
25,Valdemoro,3/26/2024,49.6,43.3,38.3,41.5,35.4,30.0,92,75,47,21.2,7.7,0.0,29.05,28.98,0.17
26,Valdemoro,3/27/2024,54.5,51.8,41.9,49.8,47.5,39.7,93,86,70,22.5,9.5,1.7,29.15,29.03,0.36
27,Valdemoro,3/28/2024,61.5,52.5,45.5,52.7,46.0,41.3,93,80,57,18.3,6.7,0.0,29.26,29.10,0.43
28,Valdemoro,3/29/2024,54.1,45.8,41.1,50.5,43.1,38.4,94,90,79,15.8,3.8,0.0,29.16,29.05,0.47
29,Valdemoro,3/30/2024,53.2,45.8,41.0,44.4,40.7,37.0,94,84,55,15.2,3.8,0.0,29.14,28.96,0.22
30,Valdemoro,3/31/2024,51.2,45.0,41.3,42.8,39.6,37.0,95,82,68,22.5,5.2,0.0,29.31,28.98,0.74
0,Valdemoro,2/1/2024,65.6,50.0,37.9,42.6,39.6,35.6,92,71,38,7.3,1.2,0.0,30.18,30.07,0.00
1,Valdemoro,2/2/2024,59.9,47.5,40.2,42.2,38.7,33.8,86,73,47,10.7,1.3,0.0,30.09,30.01,0.00
2,Valdemoro,2/3/2024,62.2,50.9,42.4,40.8,37.7,35.4,82,63,39,4.9,1.6,0.0,30.09,30.02,0.00
3,Valdemoro,2/4/2024,64.5,50.8,39.5,39.3,35.9,32.9,78,59,32,3.3,0.9,0.0,30.08,30.00,0.00
4,Valdemoro,2/5/2024,59.9,49.2,39.7,42.4,37.0,33.2,79,64,42,2.9,0.6,0.0,30.04,29.93,0.00
5,Valdemoro,2/6/2024,58.8,49.1,41.9,46.5,41.6,37.5,85,76,60,7.3,2.1,0.0,29.94,29.85,0.00
6,Valdemoro,2/7/2024,53.6,49.1,46.4,48.9,45.8,42.8,94,89,79,10.9,5.1,0.0,29.88,29.75,0.00
7,Valdemoro,2/8/2024,56.8,50.1,46.5,46.2,43.6,35.0,92,80,46,11.1,2.9,0.0,29.74,29.27,0.03
8,Valdemoro,2/9/2024,54.5,50.2,47.8,50.9,47.3,43.7,95,90,81,13.6,4.4,0.0,29.26,28.85,0.55
9,Valdemoro,2/10/2024,50.9,44.9,41.1,44.2,34.8,28.9,92,68,57,17.6,6.4,0.0,29.39,28.90,0.17
10,Valdemoro,2/11/2024,47.6,41.1,35.9,41.1,37.1,27.8,93,86,55,13.4,4.2,0.0,29.53,29.39,0.00
11,Valdemoro,2/12/2024,58.8,49.4,42.6,51.0,46.0,40.4,95,88,73,17.8,5.6,0.0,29.75,29.42,0.00
12,Valdemoro,2/13/2024,62.9,54.9,50.0,54.5,50.5,47.3,94,86,71,11.1,3.2,0.0,29.89,29.71,0.00
13,Valdemoro,2/14/2024,66.5,56.5,48.3,55.4,51.6,47.3,97,85,64,8.5,1.3,0.0,29.90,29.75,0.00
14,Valdemoro,2/15/2024,56.6,53.7,51.0,53.4,49.7,46.9,93,86,77,14.9,2.7,0.0,29.76,29.60,0.16
15,Valdemoro,2/16/2024,60.8,52.9,47.1,49.1,42.5,36.8,94,70,47,14.0,3.4,0.0,29.95,29.68,0.02
16,Valdemoro,2/17/2024,66.0,51.3,40.4,44.0,38.0,31.4,87,64,30,8.0,1.1,0.0,30.10,29.95,0.00
17,Valdemoro,2/18/2024,64.4,49.2,41.0,41.1,35.8,32.5,77,61,33,6.0,1.4,0.0,30.17,30.09,0.00
18,Valdemoro,2/19/2024,65.8,53.2,42.8,46.5,41.3,37.7,83,66,43,7.1,1.1,0.0,30.12,30.01,0.00
19,Valdemoro,2/20/2024,66.3,52.1,39.2,40.1,34.7,30.2,75,53,30,5.1,1.1,0.0,30.06,29.95,0.00
20,Valdemoro,2/21/2024,60.8,52.5,41.0,47.6,41.1,35.0,84,66,49,12.9,3.6,0.0,29.97,29.80,0.00
21,Valdemoro,2/22/2024,55.4,52.1,47.8,50.5,46.1,38.8,92,80,65,19.6,7.7,1.5,29.80,29.44,0.02
22,Valdemoro,2/23/2024,49.6,43.8,36.8,39.2,34.6,29.1,88,71,54,14.7,6.1,0.0,29.55,29.45,0.11
23,Valdemoro,2/24/2024,52.3,44.6,37.4,37.4,33.5,27.6,91,68,39,12.0,6.2,1.3,29.65,29.44,0.00
24,Valdemoro,2/25/2024,56.3,50.1,42.9,50.0,45.8,37.4,94,86,70,24.6,10.1,0.0,29.64,29.35,0.02
25,Valdemoro,2/26/2024,52.5,48.2,44.4,49.6,37.3,28.4,92,68,40,18.5,6.7,0.0,29.51,29.29,0.00
26,Valdemoro,2/27/2024,53.0,44.9,37.5,30.3,27.5,22.8,70,52,36,14.9,4.1,0.0,29.78,29.51,0.00
27,Valdemoro,2/28/2024,58.6,47.1,35.6,35.0,29.3,21.3,68,51,35,14.7,2.6,0.0,29.80,29.74,0.00
28,Valdemoro,2/29/2024,60.2,47.6,36.5,40.8,33.3,26.4,85,60,37,17.4,3.6,0.0,29.78,29.59,0.00
0,Valdemoro,1/1/2024,51.2,43.3,38.6,42.0,39.5,36.8,96,87,60,8.2,1.9,0.0,29.82,29.68,0.00
1,Valdemoro,1/2/2024,48.2,43.1,37.2,44.4,39.4,34.1,90,87,78,5.5,1.0,0.0,29.82,29.72,0.00
2,Valdemoro,1/3/2024,55.2,51.7,45.8,53.0,49.7,43.1,96,93,88,13.8,3.2,0.0,29.74,29.67,0.08
3,Valdemoro,1/4/2024,52.8,50.8,49.1,50.7,49.1,46.7,96,94,89,10.0,2.4,0.0,29.73,29.44,0.22
4,Valdemoro,1/5/2024,49.1,45.5,41.0,47.1,37.1,30.3,95,74,52,15.2,5.5,0.0,29.56,29.37,0.05
5,Valdemoro,1/6/2024,49.2,42.8,37.9,34.7,31.6,28.9,80,65,49,14.5,4.2,0.0,29.76,29.55,0.00
6,Valdemoro,1/7/2024,51.8,41.9,34.8,32.9,30.1,26.2,85,64,39,8.2,1.6,0.0,29.82,29.74,0.00
7,Valdemoro,1/8/2024,45.5,38.8,30.0,33.0,29.1,26.2,87,69,50,5.5,0.9,0.0,29.78,29.68,0.00
